"id","name","year","porjaay","section","number","raag","taal","swaralipikar"
00493,"হৃদয় আমার নাচে রে আজিকে ময়ূরের মতো নাচে রে।",1900,প্রকৃতি,বর্ষা,113,ইমন‌কল্যাণ‌,২ + ২ ছন্দ,শৈলজারঞ্জন মজুমদার
00494,"আজ বরষার রূপ হেরি মানবের মাঝে--",1910,প্রকৃতি,বর্ষা,114,সুর অজ্ঞাত,NA,শৈলজারঞ্জন মজুমদার
00495,"মনে হল যেন পেরিয়ে এলেম অন্তবিহীন পথ আসিতে তোমার দ্বারে",1935,প্রকৃতি,বর্ষা,115,পিলু,দাদরা,শান্তিদেব ঘোষ
00496,"তৃষ্ণার শান্তি, সুন্দরকান্তি",1936,প্রকৃতি,বর্ষা,116,বেহাগ,কাহারবা,শৈলজারঞ্জন মজুমদার
00497,"মম মন-উপবনে চলে অভিসারে আঁধার রাতে বিরহিণী।",1934,প্রকৃতি,বর্ষা,117,সাহানা,কাহারবা,শৈলজারঞ্জন মজুমদার
00498,"আজি বরিষনমুখরিত শ্রাবণরাতি",1935,প্রকৃতি,বর্ষা,118,পঞ্চম,কাহারবা,শৈলজারঞ্জন মজুমদার
00499,"যায় দিন, শ্রাবণদিন যায়॥",1938,প্রকৃতি,বর্ষা,119,খাম্বাজ,কাহারবা,শান্তিদেব ঘোষ
00500,"আমি কী গান গাব যে ভেবে না পাই--",1939,প্রকৃতি,বর্ষা,120,দেশ মল্লার,দাদরা,শৈলজারঞ্জন মজুমদার
00501,"কিছু বলব ব'লে এসেছিলেম",1939,প্রকৃতি,বর্ষা,121,রামকেলি-ভৈরবী,কাহারবা,শৈলজারঞ্জন মজুমদার
00502,"মন মোর মেঘের সঙ্গী",1939,প্রকৃতি,বর্ষা,122,মল্লার,কাহারবা,শৈলজারঞ্জন মজুমদার
00503,"মোর ভাবনারে কী হাওয়ায় মাতালো",1939,প্রকৃতি,বর্ষা,123,গৌড় মল্লার,ত্রিতাল,শৈলজারঞ্জন মজুমদার
00504,"আমার প্রিয়ার ছায়া",1938,প্রকৃতি,বর্ষা,124,মল্লার,দাদরা,শৈলজারঞ্জন মজুমদার
00505,"ওগো সাঁওতালি ছেলে",1939,প্রকৃতি,বর্ষা,125,মিশ্র ভৈরবী,দাদরা,শৈলজারঞ্জন মজুমদার
00506,"বাদল-দিনের প্রথম কদম ফুল করেছ দান",1939,প্রকৃতি,বর্ষা,126,মল্লার,দাদরা,শৈলজারঞ্জন মজুমদার
00507,"আজি তোমায় আবার চাই শুনাবারে",1939,প্রকৃতি,বর্ষা,127,বেহাগ,২ + ২ ছন্দ,শৈলজারঞ্জন মজুমদার
00508,"এসো গো, জ্বেলে দিয়ে যাও প্রদীপখানি",1939,প্রকৃতি,বর্ষা,128,ইমন‌কল্যাণ‌,২ + ২ ছন্দ,শৈলজারঞ্জন মজুমদার
00509,"আজি ঝরো ঝরো মুখর বাদরদিনে",1939,প্রকৃতি,বর্ষা,129,কাফি (বা মিশ্র মল্লার),২ + ২ ছন্দ (বা ষষ্ঠী),শৈলজারঞ্জন মজুমদার
00510,"শ্রাবণের গগনের গায় বিদ্যুৎ চমকিয়া যায়।",1939,প্রকৃতি,বর্ষা,130,মেঘমল্লার,ত্রিতাল,শৈলজারঞ্জন মজুমদার
00511,"স্বপ্নে আমার মনে হল কখন ঘা দিলে আমার দ্বারে, হায়।",1939,প্রকৃতি,বর্ষা,131,হাম্বীর,ষষ্ঠী,শৈলজারঞ্জন মজুমদার
00512,"শেষ গানেরই রেশ নিয়ে যাও চলে, শেষ কথা যাও ব'লে॥",1939,প্রকৃতি,বর্ষা,132,মুলতান,দাদরা,শৈলজারঞ্জন মজুমদার
00513,"এসেছিলে তবু আস নাই জানায়ে গেলে",1939,প্রকৃতি,বর্ষা,133,ভৈরবী,২ + ২ ছন্দ,শৈলজারঞ্জন মজুমদার
00514,"এসেছিনু দ্বারে তব শ্রাবণরাতে",1939,প্রকৃতি,বর্ষা,134,খাম্বাজ,ষষ্ঠী,শৈলজারঞ্জন মজুমদার
00515,"নিবিড় মেঘের ছায়ায় মন দিয়েছি মেলে",1939,প্রকৃতি,বর্ষা,135,মল্লার,ষষ্ঠী,শৈলজারঞ্জন মজুমদার
00516,"আমার যে দিন ভেসে গেছে চোখের জলে",1937,প্রকৃতি,বর্ষা,136,কালাংড়া-ভৈরবী,কাহারবা,শৈলজারঞ্জন মজুমদার
00517,"পাগলা হাওয়ার বাদল-দিনে",1939,প্রকৃতি,বর্ষা,137,বাউল,দাদরা,শৈলজারঞ্জন মজুমদার
00518,"আজি মেঘ কেটে গেছে সকালবেলায়",1939,প্রকৃতি,বর্ষা,138,আলাহিয়া বিলাবল,কাহারবা,শৈলজারঞ্জন মজুমদার
00519,"সঘন গহন রাত্রি, ঝরিছে শ্রাবণধারা--",1939,প্রকৃতি,বর্ষা,139,মিশ্র বাগেশ্রী-মল্লার,কাহারবা,শৈলজারঞ্জন মজুমদার
00520,"ওগো তুমি পঞ্চদশী",1939,প্রকৃতি,বর্ষা,140,পিলু,কাহারবা,শৈলজারঞ্জন মজুমদার
00521,"আজি শরততপনে প্রভাতস্বপনে কী জানি পরান কী যে চায়।",1886,প্রকৃতি,শরৎ,141,বিভাস-বাউল,একতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; সরলা দেবী; দিনেন্দ্রনাথ ঠাকুর এবং ইন্দিরা দেবী (বিকল্প)
00522,"মেঘের কোলে রোদ হেসেছে, বাদল গেছে টুটি। আহা, হাহা, হা।",1908,প্রকৃতি,শরৎ,142,বিভাস-বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00523,"আজ ধানের ক্ষেতে রৌদ্রছায়ায় লুকোচুরি খেলা রে ভাই, লুকোচুরি খেলা--",1908,প্রকৃতি,শরৎ,143,বিভাস-বাউল,কাহারবা,ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00524,"আমরা বেঁধেছি কাশের গুচ্ছ, আমরা গেঁথেছি শেফালিমালা--",1908,প্রকৃতি,শরৎ,144,কালাংড়া-ভৈরবী,একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00525,"অমল ধবল পালে লেগেছে মন্দ মধুর হাওয়া",1908,প্রকৃতি,শরৎ,145,বেহাগ,একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর; ভীমরাও শাস্ত্রী
00526,"আমার নয়ন-ভুলানো এলে",1908,প্রকৃতি,শরৎ,146,ছায়ানট-বাউল,দাদরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00527,"শিউলি ফুল, শিউলি ফুল, কেমন ভুল, এমন ভুল॥",1927,প্রকৃতি,শরৎ,147,পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00528,"শরতে আজ কোন্‌ অতিথি এল প্রাণের দ্বারে।",1909,প্রকৃতি,শরৎ,148,বাউল,তেওরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর
00529,"আজ প্রথম ফুলের পাব প্রসাদখানি, তাই ভোরে উঠেছি।",1911,প্রকৃতি,শরৎ,149,ভৈরব,কাহারবা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর
